name,release_date,total_tracks,artists,id,name,duration_ms,explicit,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
"""Awaken, My Love!""",2016-12-02,11,,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,326933,true,3kxfsdsCpFgN412fpnW85Y,Redbone,1,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,audio_features,spotify:track:3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,4
Maps,2014-06-16,1,,04gDigrS5kc9YWfZHwBETP,Maroon 5,189840,false,0tJGzJjUVlEsn8s3Mn32Jb,Maps,0,0.737,0.723,1,-5.51,0,0.0295,0.0179,0,0.0675,0.893,120.003,audio_features,spotify:track:0tJGzJjUVlEsn8s3Mn32Jb,https://api.spotify.com/v1/tracks/0tJGzJjUVlEsn8s3Mn32Jb,https://api.spotify.com/v1/audio-analysis/0tJGzJjUVlEsn8s3Mn32Jb,4
Animals,2014-08-24,1,,04gDigrS5kc9YWfZHwBETP,Maroon 5,229133,false,6gp3RHhdZlrPGaf5qcgFSg,Animals,59,0.279,0.75,4,-6.41,0,0.112,0.000188,0,0.78,0.317,189.806,audio_features,spotify:track:6gp3RHhdZlrPGaf5qcgFSg,https://api.spotify.com/v1/tracks/6gp3RHhdZlrPGaf5qcgFSg,https://api.spotify.com/v1/audio-analysis/6gp3RHhdZlrPGaf5qcgFSg,4
Bon Jovi Greatest Hits,2010-01-01,16,,58lV9VcRSjABbAbfWS6skp,Bon Jovi,223147,false,61lqNlVRnWYiR9C7BDJw2l,You Give Love A Bad Name,0,0.53,0.964,0,-2.571,0,0.0553,0.0528,0.00000484,0.372,0.823,122.807,audio_features,spotify:track:61lqNlVRnWYiR9C7BDJw2l,https://api.spotify.com/v1/tracks/61lqNlVRnWYiR9C7BDJw2l,https://api.spotify.com/v1/audio-analysis/61lqNlVRnWYiR9C7BDJw2l,4
Milestones - Toto,2013-11-15,16,,0PFtn5NtBbbUNbU9EAmIWF,TOTO,296173,false,1aTAR21kFePsDBHnc74Hli,Africa,0,0.687,0.592,9,-9.112,1,0.0295,0.194,0.000485,0.0502,0.712,92.782,audio_features,spotify:track:1aTAR21kFePsDBHnc74Hli,https://api.spotify.com/v1/tracks/1aTAR21kFePsDBHnc74Hli,https://api.spotify.com/v1/audio-analysis/1aTAR21kFePsDBHnc74Hli,4
Saturday Night Fever [The Original Movie Soundtrack],1978-01-05,17,,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,285373,false,5cP52DlDN9yryuZVQDg3iq,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,0,0.704,0.834,10,-7.131,0,0.0358,0.0291,0.00492,0.147,0.923,103.555,audio_features,spotify:track:5cP52DlDN9yryuZVQDg3iq,https://api.spotify.com/v1/tracks/5cP52DlDN9yryuZVQDg3iq,https://api.spotify.com/v1/audio-analysis/5cP52DlDN9yryuZVQDg3iq,4
Appetite For Destruction,1987-07-21,12,,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,273600,false,5NIPsWpDjJTFBoPxCUUeXp,Welcome To The Jungle,0,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,audio_features,spotify:track:5NIPsWpDjJTFBoPxCUUeXp,https://api.spotify.com/v1/tracks/5NIPsWpDjJTFBoPxCUUeXp,https://api.spotify.com/v1/audio-analysis/5NIPsWpDjJTFBoPxCUUeXp,4
The Game (Deluxe Remastered Version),1980-06-27,15,,1dfeR4HaWDbWqFHLkxsg1d,Queen,214653,false,57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,77,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,4
High Voltage,1976-05-14,9,,711MCceyCBcFnzjGY4Q7Un,AC/DC,214667,false,7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,81,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,audio_features,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/tracks/7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/audio-analysis/7LRMbd3LEoV5wZJvXT1Lwb,4
Lift Your Spirit,2014-01-01,10,,0id62QV2SZZfvBn9xpmuCl,Aloe Blacc,254880,false,2stPxcgjdSImK7Gizl8ZUN,The Man,63,0.308,0.769,11,-7.256,0,0.065,0.0331,0,0.214,0.488,81.853,audio_features,spotify:track:2stPxcgjdSImK7Gizl8ZUN,https://api.spotify.com/v1/tracks/2stPxcgjdSImK7Gizl8ZUN,https://api.spotify.com/v1/audio-analysis/2stPxcgjdSImK7Gizl8ZUN,4
Yeah!,2004-02-09,4,,23zg3TcAtWQy7J6upgbUnj,Usher,250067,false,2PkeVPcL32LA96cK5ySC3c,Yeah!,0,0.895,0.795,2,-4.693,1,0.0977,0.0219,0,0.0403,0.574,105.004,audio_features,spotify:track:2PkeVPcL32LA96cK5ySC3c,https://api.spotify.com/v1/tracks/2PkeVPcL32LA96cK5ySC3c,https://api.spotify.com/v1/audio-analysis/2PkeVPcL32LA96cK5ySC3c,4
,,,,7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,,,,,,,,,,,,,,,,,,,,,
,,,,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,,,,,,,,,,,,,,,,,,,,,
Some Nights,2012-02-14,11,,5nCi3BB41mBaMH9gfr6Su0,fun.,250627,false,5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),81,0.378,0.638,10,-5.576,1,0.075,0.02,0.0000766,0.0849,0.735,184.086,audio_features,spotify:track:5rgy6ghBq1eRApCkeUdJXf,https://api.spotify.com/v1/tracks/5rgy6ghBq1eRApCkeUdJXf,https://api.spotify.com/v1/audio-analysis/5rgy6ghBq1eRApCkeUdJXf,4
,,,,6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe,,,,,,,,,,,,,,,,,,,,,
Brother,2015-02-02,2,,610EjgFatGvVPtib97jQ8G,NEEDTOBREATHE,208205,false,62M9yafZsSRzlsphzeJPGo,Brother (feat. Gavin DeGraw),67,0.526,0.803,11,-3.989,1,0.127,0.135,0,0.119,0.564,157.887,audio_features,spotify:track:62M9yafZsSRzlsphzeJPGo,https://api.spotify.com/v1/tracks/62M9yafZsSRzlsphzeJPGo,https://api.spotify.com/v1/audio-analysis/62M9yafZsSRzlsphzeJPGo,4
,,,,5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,,,,,,,,,,,,,,,,,,,,,
Babel,2012-09-21,12,,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,276720,false,2JHBMVs8E7bJJBLkXpKgHn,I Will Wait,0,0.481,0.766,1,-5.208,1,0.0334,0.0103,0.0067,0.302,0.436,131.143,audio_features,spotify:track:2JHBMVs8E7bJJBLkXpKgHn,https://api.spotify.com/v1/tracks/2JHBMVs8E7bJJBLkXpKgHn,https://api.spotify.com/v1/audio-analysis/2JHBMVs8E7bJJBLkXpKgHn,4
Teenage Dream: The Complete Confection,2012-03-12,19,,6jJ0s89eD6GaHleKKya26X,Katy Perry,227760,false,55qBw1900pZKfXJ6Q9A2Lc,Teenage Dream,72,0.719,0.804,10,-4.581,1,0.0355,0.0132,0.00000302,0.139,0.605,119.999,audio_features,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,https://api.spotify.com/v1/tracks/55qBw1900pZKfXJ6Q9A2Lc,https://api.spotify.com/v1/audio-analysis/55qBw1900pZKfXJ6Q9A2Lc,4
See You Again (feat. Charlie Puth),2015-03-10,1,,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,229526,false,7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),0,0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,audio_features,spotify:track:7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,4
,,,,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,,,,,,,,,,,,,,,,,,,,,
Mac and Devin Go to High School (Music from and Inspired by the Movie),2011-12-12,12,,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,207347,false,6YbhspuOar1D9WSSnfe7ds,"Young, Wild & Free (feat. Bruno Mars)",73,0.553,0.652,0,-6.685,1,0.206,0.0897,0,0.111,0.551,94.505,audio_features,spotify:track:6YbhspuOar1D9WSSnfe7ds,https://api.spotify.com/v1/tracks/6YbhspuOar1D9WSSnfe7ds,https://api.spotify.com/v1/audio-analysis/6YbhspuOar1D9WSSnfe7ds,4
,,,,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,,,,,,,,,,,,,,,,,,,,,
,,,,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,,,,,,,,,,,,,,,,,,,,,
+,2011-09-09,16,,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,526387,false,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,75,0.526,0.328,1,-9.864,1,0.0461,0.694,0,0.112,0.11,116.068,audio_features,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,https://api.spotify.com/v1/tracks/0SuG9kyzGRpDqrCWtgD6Lq,https://api.spotify.com/v1/audio-analysis/0SuG9kyzGRpDqrCWtgD6Lq,4
Piano Man,1973-11-09,10,,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,336200,false,78WVLOP9pN0G3gRLFy1rAa,Piano Man,68,0.334,0.477,0,-8.806,1,0.0276,0.618,0.00000417,0.312,0.405,179.239,audio_features,spotify:track:78WVLOP9pN0G3gRLFy1rAa,https://api.spotify.com/v1/tracks/78WVLOP9pN0G3gRLFy1rAa,https://api.spotify.com/v1/audio-analysis/78WVLOP9pN0G3gRLFy1rAa,3
The Temptations Sing Smokey,1965-01-01,12,,3RwQ26hR2tJtA8F9p2n7jG,The Temptations,165000,false,6jWkZvd1URGktyTTwcpPpB,My Girl,1,0.579,0.419,0,-10.72,1,0.0346,0.625,0,0.0981,0.673,104.564,audio_features,spotify:track:6jWkZvd1URGktyTTwcpPpB,https://api.spotify.com/v1/tracks/6jWkZvd1URGktyTTwcpPpB,https://api.spotify.com/v1/audio-analysis/6jWkZvd1URGktyTTwcpPpB,4
Hemingway's Whiskey,2010-09-28,11,,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,242840,false,1t2hJFgJyUPD2crOafMUEk,You and Tequila (feat. Grace Potter),66,0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.35,135.839,audio_features,spotify:track:1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/tracks/1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/audio-analysis/1t2hJFgJyUPD2crOafMUEk,4
,,,,1PJVVIeS5Wu0wbZDhtC0Ht,Grace Potter,,,,,,,,,,,,,,,,,,,,,
Brown Eyed Girl,1995-01-01,18,,44NX2ffIYHr6D4n7RaZF7A,Van Morrison,185533,false,2ZdF3CyKCWV8chdMo9Mxqg,Brown Eyed Girl,0,0.577,0.449,7,-14.604,1,0.037,0.169,0,0.127,0.905,74.972,audio_features,spotify:track:2ZdF3CyKCWV8chdMo9Mxqg,https://api.spotify.com/v1/tracks/2ZdF3CyKCWV8chdMo9Mxqg,https://api.spotify.com/v1/audio-analysis/2ZdF3CyKCWV8chdMo9Mxqg,4
I Decided.,2017-02-03,14,,0c173mlxpT3dSFRgMO8XPh,Big Sean,222360,true,0PyWKgNmGiYTFe6MXN5U4K,Bounce Back,0,0.684,0.549,9,-5.695,1,0.248,0.11,0,0.125,0.277,81.441,audio_features,spotify:track:0PyWKgNmGiYTFe6MXN5U4K,https://api.spotify.com/v1/tracks/0PyWKgNmGiYTFe6MXN5U4K,https://api.spotify.com/v1/audio-analysis/0PyWKgNmGiYTFe6MXN5U4K,4
Rolex,2017-01-13,1,,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,238379,false,6KBOvrddbomdb9dkarvwCl,Rolex,0,0.797,0.88,1,-2.534,1,0.04,0.0813,0,0.272,0.779,144.925,audio_features,spotify:track:6KBOvrddbomdb9dkarvwCl,https://api.spotify.com/v1/tracks/6KBOvrddbomdb9dkarvwCl,https://api.spotify.com/v1/audio-analysis/6KBOvrddbomdb9dkarvwCl,4
x (Deluxe Edition),2014-06-21,16,,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,219840,false,1huvTbEYtgltjQRXzrNKGi,Don't,78,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,audio_features,spotify:track:1huvTbEYtgltjQRXzrNKGi,https://api.spotify.com/v1/tracks/1huvTbEYtgltjQRXzrNKGi,https://api.spotify.com/v1/audio-analysis/1huvTbEYtgltjQRXzrNKGi,4
Pop Party 9,2011-01-01,23,,04gDigrS5kc9YWfZHwBETP,Maroon 5,201387,false,1YKWtjpvx9OB1ohbVRoSTx,Moves Like Jagger - Radio Edit,0,0.716,0.766,11,-4.487,0,0.0479,0.0104,0,0.314,0.607,128.044,audio_features,spotify:track:1YKWtjpvx9OB1ohbVRoSTx,https://api.spotify.com/v1/tracks/1YKWtjpvx9OB1ohbVRoSTx,https://api.spotify.com/v1/audio-analysis/1YKWtjpvx9OB1ohbVRoSTx,4
,,,,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,,,,,,,,,,,,,,,,,,,,,
Roar,2013-01-01,1,,6jJ0s89eD6GaHleKKya26X,Katy Perry,222667,false,3wepnWWqG3Kn8yt3tj1wDy,Roar,0,0.547,0.785,7,-4.331,0,0.0418,0.00801,0.0000134,0.5,0.444,179.803,audio_features,spotify:track:3wepnWWqG3Kn8yt3tj1wDy,https://api.spotify.com/v1/tracks/3wepnWWqG3Kn8yt3tj1wDy,https://api.spotify.com/v1/audio-analysis/3wepnWWqG3Kn8yt3tj1wDy,4
R.O.O.T.S. (Route of Overcoming the Struggle),2009-03-30,13,,0jnsk9HBra6NMjO2oANoPY,Flo Rida,204640,false,3GpbwCm3YxiWDvy29Uo3vP,Right Round,79,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,audio_features,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP,4
THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,15,,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,251440,true,7xRNsqOQOgWbHV1nbXnfXN,Boom Boom Pow,46,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,audio_features,spotify:track:7xRNsqOQOgWbHV1nbXnfXN,https://api.spotify.com/v1/tracks/7xRNsqOQOgWbHV1nbXnfXN,https://api.spotify.com/v1/audio-analysis/7xRNsqOQOgWbHV1nbXnfXN,4
YMCA,1978-01-01,6,,0dCKce6tJJdHvlWnDMwzPW,Village People,286800,false,54OR1VDpfkBuOY5zZjhZAY,YMCA - Original Version 1978,76,0.723,0.969,6,-4.516,1,0.142,0.0643,0,0.115,0.728,126.653,audio_features,spotify:track:54OR1VDpfkBuOY5zZjhZAY,https://api.spotify.com/v1/tracks/54OR1VDpfkBuOY5zZjhZAY,https://api.spotify.com/v1/audio-analysis/54OR1VDpfkBuOY5zZjhZAY,4
The Heist,2012-10-09,15,,5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,258343,false,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),86,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,audio_features,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,4
,,,,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,,,,,,,,,,,,,,,,,,,,,
,,,,4myTppRgh0rojLxx8RycOp,Ryan Lewis,,,,,,,,,,,,,,,,,,,,,
,,,,4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,,,,,,,,,,,,,,,,,,,,,
Wop (Official Version),2010-12-16,1,,6bsEozzA1CHU0TIq2DXDxq,J. Dash,230627,false,3zbnvxvqV5lL4Vq0FznWsX,Wop (Official Version),59,0.836,0.817,7,-5.672,1,0.0677,0.00968,0,0.114,0.647,112.007,audio_features,spotify:track:3zbnvxvqV5lL4Vq0FznWsX,https://api.spotify.com/v1/tracks/3zbnvxvqV5lL4Vq0FznWsX,https://api.spotify.com/v1/audio-analysis/3zbnvxvqV5lL4Vq0FznWsX,4
Fitz and The Tantrums (Deluxe Edition),2017-07-24,14,,4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,193253,false,4qRaZYiaOsSvWC7VgcxrI0,HandClap,70,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,audio_features,spotify:track:4qRaZYiaOsSvWC7VgcxrI0,https://api.spotify.com/v1/tracks/4qRaZYiaOsSvWC7VgcxrI0,https://api.spotify.com/v1/audio-analysis/4qRaZYiaOsSvWC7VgcxrI0,4
Late Registration,2005-08-30,21,,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,207627,true,1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,83,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,audio_features,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/tracks/1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/audio-analysis/1PS1QMdUqOal0ai3Gt7sDQ,4
,,,,7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,,,,,,,,,,,,,,,,,,,,,
Stoney (Deluxe),2016-12-09,18,,246dkjvS1zLTtiykXe5h60,Post Malone,220293,true,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,86,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,audio_features,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,4
,,,,0VRj0yCOv2FXJNP47XQnx5,Quavo,,,,,,,,,,,,,,,,,,,,,
Stoney (Deluxe),2016-12-09,18,,246dkjvS1zLTtiykXe5h60,Post Malone,179613,true,5yuShbu70mtHXY0yLzCQLQ,Go Flex,81,0.665,0.498,5,-8.185,1,0.0832,0.228,0,0.0757,0.127,81.967,audio_features,spotify:track:5yuShbu70mtHXY0yLzCQLQ,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,4
Stoney (Deluxe),2016-12-09,18,,246dkjvS1zLTtiykXe5h60,Post Malone,256533,true,6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,80,0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,audio_features,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,4
Red Pill Blues (Deluxe),2017-11-03,24,,04gDigrS5kc9YWfZHwBETP,Maroon 5,199849,false,04JL2liXXV9B9coeGuUsPw,What Lovers Do (feat. SZA),0,0.796,0.606,5,-5.254,0,0.0657,0.0767,0.00000299,0.0863,0.42,110.007,audio_features,spotify:track:04JL2liXXV9B9coeGuUsPw,https://api.spotify.com/v1/tracks/04JL2liXXV9B9coeGuUsPw,https://api.spotify.com/v1/audio-analysis/04JL2liXXV9B9coeGuUsPw,4
,,,,7tYKF4w9nC0nq9CsPZTHyP,SZA,,,,,,,,,,,,,,,,,,,,,
Harry Styles,2017-05-12,10,,6KImCVD70vtIoJWnq6nGn3,Harry Styles,176387,false,33SNO8AaciGbNaQFkxvPrW,Kiwi,82,0.375,0.93,2,-2.631,1,0.0561,0.00064,0,0.318,0.491,147.124,audio_features,spotify:track:33SNO8AaciGbNaQFkxvPrW,https://api.spotify.com/v1/tracks/33SNO8AaciGbNaQFkxvPrW,https://api.spotify.com/v1/audio-analysis/33SNO8AaciGbNaQFkxvPrW,4
Memories...Do Not Open,2017-04-07,12,,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,221507,false,72jbDTw1piOOj770jWNeaG,Paris,78,0.653,0.658,2,-6.428,1,0.0304,0.0215,0.00000166,0.0939,0.219,99.99,audio_features,spotify:track:72jbDTw1piOOj770jWNeaG,https://api.spotify.com/v1/tracks/72jbDTw1piOOj770jWNeaG,https://api.spotify.com/v1/audio-analysis/72jbDTw1piOOj770jWNeaG,4
More Life,2017-03-18,22,,3TVXtAsR1Inumwj472S9r4,Drake,210937,true,343YBumqHu19cGoGARUTsd,Fake Love,79,0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,audio_features,spotify:track:343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/audio-analysis/343YBumqHu19cGoGARUTsd,4
Tell Me You Love Me (Deluxe),2017-09-29,15,,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,203760,true,3m660poUr1chesgkkjQM7P,Sorry Not Sorry,0,0.704,0.633,11,-6.923,0,0.241,0.0214,0,0.29,0.863,144.021,audio_features,spotify:track:3m660poUr1chesgkkjQM7P,https://api.spotify.com/v1/tracks/3m660poUr1chesgkkjQM7P,https://api.spotify.com/v1/audio-analysis/3m660poUr1chesgkkjQM7P,4
Red Pill Blues (Deluxe),2017-11-03,21,,04gDigrS5kc9YWfZHwBETP,Maroon 5,214265,false,2QbFClFyhMMtiurUjuQlAe,Don't Wanna Know (feat. Kendrick Lamar),0,0.775,0.617,7,-6.166,1,0.0701,0.341,0,0.0985,0.485,100.048,audio_features,spotify:track:2QbFClFyhMMtiurUjuQlAe,https://api.spotify.com/v1/tracks/2QbFClFyhMMtiurUjuQlAe,https://api.spotify.com/v1/audio-analysis/2QbFClFyhMMtiurUjuQlAe,4
,,,,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,,,,,,,,,,,,,,,,,,,,,
Look What You Made Me Do,2017-08-24,1,,06HL4z0CvFAxyc27GXpf02,Taylor Swift,211859,false,6uFsE1JgZ20EXyU0JQZbUR,Look What You Made Me Do,0,0.773,0.68,9,-6.378,0,0.141,0.213,0.0000157,0.122,0.497,128.062,audio_features,spotify:track:6uFsE1JgZ20EXyU0JQZbUR,https://api.spotify.com/v1/tracks/6uFsE1JgZ20EXyU0JQZbUR,https://api.spotify.com/v1/audio-analysis/6uFsE1JgZ20EXyU0JQZbUR,4
GEMINI,2017-09-22,16,,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,220454,true,0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),79,0.731,0.794,0,-5.126,0,0.0522,0.0323,0.0000259,0.112,0.356,139.994,audio_features,spotify:track:0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,4
,,,,4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,,,,,,,,,,,,,,,,,,,,,
The Chainsmokers- Japan Special Edition,2016-08-10,7,,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,208053,false,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down (feat. Daya),47,0.542,0.859,11,-5.651,1,0.197,0.16,0.00466,0.137,0.403,159.797,audio_features,spotify:track:0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/tracks/0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/audio-analysis/0QsvXIfqM0zZoerQfsI9lm,4
,,,,6Dd3NScHWwnW6obMFbl1BH,Daya,,,,,,,,,,,,,,,,,,,,,
Issa Album,2017-09-23,14,,1URnnhqYAYcrqrcwql10ft,21 Savage,220307,true,2fQrGHiQOvpL9UgPvtYy6G,Bank Account,83,0.884,0.347,8,-8.227,0,0.35,0.015,0.000007,0.0871,0.376,75.016,audio_features,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,4
Sigh No More,2009,12,,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,246973,true,2BBkIgdXLv5vyp1DR0wpQl,Little Lion Man,0,0.519,0.512,5,-7.986,1,0.0282,0.0276,0.0000878,0.0976,0.441,138.596,audio_features,spotify:track:2BBkIgdXLv5vyp1DR0wpQl,https://api.spotify.com/v1/tracks/2BBkIgdXLv5vyp1DR0wpQl,https://api.spotify.com/v1/audio-analysis/2BBkIgdXLv5vyp1DR0wpQl,4
VHS,2015-06-30,20,,3NPpFNZtSTHheNBaWC82rB,X Ambassadors,195200,false,0fYVliAYKHuPmECRs1pbRf,Renegades,80,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,audio_features,spotify:track:0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,4
The R. In R&B Collection: Volume 1,2003-09-11,23,,2mxe0TnaNL039ysAj51xPQ,R. Kelly,320560,false,0AIfr4oi192dWLRJZrRz1O,I Believe I Can Fly,0,0.544,0.473,7,-5.875,1,0.0297,0.163,0,0.112,0.0574,120.459,audio_features,spotify:track:0AIfr4oi192dWLRJZrRz1O,https://api.spotify.com/v1/tracks/0AIfr4oi192dWLRJZrRz1O,https://api.spotify.com/v1/audio-analysis/0AIfr4oi192dWLRJZrRz1O,4
Making Mirrors,2011-01-01,12,,2AsusXITU8P25dlRNhcAbG,Gotye,244973,false,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,81,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,audio_features,spotify:track:4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,4
,,,,6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,,,,,,,,,,,,,,,,,,,,,
A Night At The Opera (Deluxe Remastered Version),1975-11-21,18,,1dfeR4HaWDbWqFHLkxsg1d,Queen,354320,false,7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,77,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,audio_features,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,4
